old_url,discovered_from,local_route_candidate,mapping_type,status,notes
https://www.bostarcoating.com/news,sitemap,/news,KEEP,OK,homepage-canonical-risk
https://www.bostarcoating.com/products,sitemap,/products,KEEP,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,production-404; homepage-canonical-risk
https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,production-404; homepage-canonical-risk
https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,production-404; homepage-canonical-risk
https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/bell-cup-automatic-electrostatic-coating-system-bsd-3029,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/High-Pressure-Airless-Spraying-Equipment,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,production-404; homepage-canonical-risk
https://www.bostarcoating.com/products/Manual-Electrostatic-Liquid-Spray-Gun,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,production-404; homepage-canonical-risk
https://www.bostarcoating.com/products/Manual-Electrostatic-Liquid-Spray-Gun/bsd-3009a-manual-liquid-electrostatic-spray-gun,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/Manual-Electrostatic-Liquid-Spray-Gun/manual-liquid-electrostatic-spray-gun,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/Testing-Instruments,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,production-404; homepage-canonical-risk
https://www.bostarcoating.com/products/Testing-Instruments/paint-resistance-tester-zk815,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/automatic-powder-spray-gun,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/automatic-powder-spray-gun/automatic-powder-spray-gun,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/automation-equipment,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/electrostatic-flocking-machine,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/electrostatic-flocking-machine/manual-electrostatic-flocking-velvet-spraying-machine,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/electrostatic-rotary-bell-system,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/electrostatic-rotary-bell-system/disk-automatic-electrostatic-coating-system,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/manual-powder-coating-gun,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-electrostatic-powder-spray-gun-bsd-f22,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/manual-powder-coating-gun/manual-powder-spray-gun,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/manual-powder-coating-gun/powder-coating-gun,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/spray-gun-accessories,sitemap,/products/[categorySlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/products/spray-gun-accessories/manual-powder-electrostatic-spray-gun-led-light-kit,sitemap,/products/[categorySlug]/[productSlug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/sample-download.pdf,recursive:https://www.bostarcoating.com/downloads/maintenance-guide,,REVIEW_REQUIRED,UNMAPPED,production-404; homepage-canonical-risk
https://www.bostarcoating.com/service,sitemap,/service,KEEP,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions,sitemap,/solutions,KEEP,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions/aluminum-profile-powder-coating,sitemap,/solutions/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions/auto-parts-coating,sitemap,/solutions/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions/automatic-coating-line,sitemap,/solutions/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions/cabinet-powder-coating,sitemap,/solutions/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions/furniture-hardware-coating,sitemap,/solutions/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions/hardware-powder-coating,sitemap,/solutions/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/solutions/lab-sample-coating,sitemap,/solutions/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/videos,sitemap,/videos,KEEP,OK,homepage-canonical-risk
https://www.bostarcoating.com/videos/controller-setup,sitemap,/videos/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/videos/maintenance-cleaning,sitemap,/videos/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
https://www.bostarcoating.com/videos/powder-gun-operation,sitemap,/videos/[slug],PATTERN_MATCH,OK,homepage-canonical-risk
